code,name,listingDate,shares,listingBoard
ISSP,Steel Pipe Industry of Indones,2013-02-22T00:00:00,7185992035,Utama
ITMA,Sumber Energi Andalan Tbk.,1990-12-10T00:00:00,999053167,Pengembangan
ITMG,Indo Tambangraya Megah Tbk.,2007-12-18T00:00:00,1129925000,Utama
JAWA,Jaya Agra Wattie Tbk.,2011-05-30T00:00:00,16232951842,Pengembangan
JECC,Jembo Cable Company Tbk.,1992-11-18T00:00:00,756000000,Pengembangan
JIHD,Jakarta International Hotels &,1984-02-29T00:00:00,2329040482,Pengembangan
JKON,Jaya Konstruksi Manggala Prata,2007-12-04T00:00:00,16308519860,Utama
JKSW,Jakarta Kyoei Steel Works Tbk.,1997-08-06T00:00:00,150000000,Pemantauan Khusus
JPFA,Japfa Comfeed Indonesia Tbk.,1989-10-23T00:00:00,11726575201,Utama
JRPT,Jaya Real Property Tbk.,1994-06-29T00:00:00,13750000000,Pengembangan
JSMR,Jasa Marga (Persero) Tbk.,2007-11-12T00:00:00,7257871200,Utama
JSPT,Jakarta Setiabudi Internasiona,1998-01-12T00:00:00,2318736000,Pengembangan
JTPE,Jasuindo Tiga Perkasa Tbk.,2002-04-16T00:00:00,6852050000,Utama
KAEF,Kimia Farma Tbk.,2001-07-04T00:00:00,5566588407,Pengembangan
KARW,Meratus Jasa Prima Tbk.,1994-12-20T00:00:00,587152700,Pemantauan Khusus
KBLI,KMI Wire & Cable Tbk.,1992-07-06T00:00:00,4007235107,Utama
KBLM,Kabelindo Murni Tbk.,1992-06-01T00:00:00,1120000000,Pengembangan
KBLV,First Media Tbk.,2000-02-25T00:00:00,1742167907,Pemantauan Khusus
KBRI,Kertas Basuki Rachmat Indonesi,2008-07-11T00:00:00,8687995734,Pemantauan Khusus
KDSI,Kedawung Setia Industrial Tbk.,1996-07-29T00:00:00,1620000000,Pengembangan
KIAS,Keramika Indonesia Assosiasi T,1994-12-08T00:00:00,14929100000,Pemantauan Khusus
KICI,Kedaung Indah Can Tbk,1993-10-28T00:00:00,276000000,Pengembangan
KIJA,Kawasan Industri Jababeka Tbk.,1995-01-10T00:00:00,20824888369,Utama
KKGI,Resource Alam Indonesia Tbk.,1991-07-01T00:00:00,5000000000,Utama
KLBF,Kalbe Farma Tbk.,1991-07-30T00:00:00,46875122110,Utama
KOBX,Kobexindo Tractors Tbk.,2012-07-05T00:00:00,2272500000,Pengembangan
KOIN,Kokoh Inti Arebama Tbk,2008-04-09T00:00:00,980843732,Pemantauan Khusus
KONI,Perdana Bangun Pusaka Tbk,1995-08-22T00:00:00,312000000,Pengembangan
KOPI,Mitra Energi Persada Tbk.,2015-05-04T00:00:00,697266668,Pengembangan
KPIG,MNC Land Tbk.,2000-03-30T00:00:00,97557129263,Pengembangan
KRAH,Grand Kartech Tbk.,2013-11-08T00:00:00,971190000,Pemantauan Khusus
KRAS,Krakatau Steel (Persero) Tbk.,2010-11-10T00:00:00,19346396900,Pengembangan
KREN,Quantum Clovera Investama Tbk.,2002-06-28T00:00:00,18208470100,Pemantauan Khusus
LAPD,Leyand International Tbk.,2001-07-17T00:00:00,3966350139,Pemantauan Khusus
LCGP,Eureka Prima Jakarta Tbk.,2007-07-13T00:00:00,5630000914,Pemantauan Khusus
LEAD,Logindo Samudramakmur Tbk.,2013-12-11T00:00:00,5799616328,Pengembangan
LINK,Link Net Tbk.,2014-06-02T00:00:00,2863195484,Pemantauan Khusus
LION,Lion Metal Works Tbk.,1993-08-20T00:00:00,520160000,Utama
LMAS,Limas Indonesia Makmur Tbk,2001-12-28T00:00:00,787851525,Pemantauan Khusus
LMPI,Langgeng Makmur Industri Tbk.,1994-10-17T00:00:00,1008517669,Pengembangan
LMSH,Lionmesh Prima Tbk.,1990-06-04T00:00:00,96000000,Pemantauan Khusus
LPCK,Lippo Cikarang Tbk,1997-07-24T00:00:00,2679600000,Utama
LPGI,Lippo General Insurance Tbk.,1997-07-22T00:00:00,3000000000,Pemantauan Khusus
LPIN,Multi Prima Sejahtera Tbk,1990-02-05T00:00:00,425000000,Pengembangan
LPKR,Lippo Karawaci Tbk.,1996-06-28T00:00:00,70898018369,Utama
LPLI,Star Pacific Tbk,1989-10-23T00:00:00,1170432803,Pengembangan
LPPF,Matahari Department Store Tbk.,1989-10-09T00:00:00,2259292880,Utama
LPPS,Lenox Pasifik Investama Tbk.,1994-03-28T00:00:00,2588250000,Pengembangan
LRNA,Eka Sari Lorena Transport Tbk.,2014-04-15T00:00:00,350000022,Pengembangan
LSIP,PP London Sumatra Indonesia Tb,1996-07-05T00:00:00,6819963965,Utama
LTLS,Lautan Luas Tbk.,1997-07-21T00:00:00,1560000000,Utama
MAGP,Multi Agro Gemilang Plantation,2013-01-16T00:00:00,9000000004,Pemantauan Khusus
MAIN,Malindo Feedmill Tbk.,2006-02-10T00:00:00,2238750000,Utama
MAMI,Mas Murni Indonesia Tbk,1994-02-09T00:00:00,12299317590,Pemantauan Khusus
MAPI,Mitra Adiperkasa Tbk.,2004-11-10T00:00:00,16600000000,Utama
MASA,Multistrada Arah Sarana Tbk.,2005-06-09T00:00:00,9182946945,Pengembangan
MAYA,Bank Mayapada Internasional Tb,1997-08-29T00:00:00,25906179152,Utama
MBAP,Mitrabara Adiperdana Tbk.,2014-07-10T00:00:00,1227271952,Pengembangan
MBSS,Mitrabahtera Segara Sejati Tbk,2011-04-06T00:00:00,1750026639,Utama
MBTO,Martina Berto Tbk.,2011-01-13T00:00:00,1070000000,Pengembangan
MCOR,Bank China Construction Bank I,2007-07-03T00:00:00,37540533209,Utama
MDIA,Intermedia Capital Tbk.,2014-04-11T00:00:00,39215538400,Pemantauan Khusus
MDKA,Merdeka Copper Gold Tbk.,2015-06-19T00:00:00,24472983771,Utama
MDLN,Modernland Realty Tbk.,1993-01-18T00:00:00,12533067322,Utama
MDRN,Modern Internasional Tbk.,1991-07-16T00:00:00,7632167798,Pemantauan Khusus
MEDC,Medco Energi Internasional Tbk,1994-10-12T00:00:00,25136231252,Utama
MEGA,Bank Mega Tbk.,2000-04-17T00:00:00,11623514905,Utama
MERK,Merck Tbk.,1981-07-23T00:00:00,448000000,Pengembangan
META,Nusantara Infrastructure Tbk.,2001-07-18T00:00:00,17710708194,Pemantauan Khusus
MFIN,Mandala Multifinance Tbk.,2005-09-06T00:00:00,2676887872,Utama
MFMI,Multifiling Mitra Indonesia Tb,2010-12-29T00:00:00,757581000,Pemantauan Khusus
MGNA,Magna Investama Mandiri Tbk.,2014-07-08T00:00:00,3410477164,Pemantauan Khusus
MICE,Multi Indocitra Tbk.,2005-12-21T00:00:00,600000000,Pengembangan
MIDI,Midi Utama Indonesia Tbk.,2010-11-30T00:00:00,33435294800,Pengembangan
MIKA,Mitra Keluarga Karyasehat Tbk.,2015-03-24T00:00:00,13907481500,Utama
MIRA,Mitra International Resources ,1997-01-30T00:00:00,3961452039,Pemantauan Khusus
MITI,Mitra Investindo Tbk.,1997-07-16T00:00:00,3540735503,Pengembangan
MKPI,Metropolitan Kentjana Tbk.,2009-07-10T00:00:00,948194000,Pengembangan
MLBI,Multi Bintang Indonesia Tbk.,1981-12-15T00:00:00,2107000000,Utama
MLIA,Mulia Industrindo Tbk,1994-01-17T00:00:00,6615000000,Utama
MLPL,Multipolar Tbk.,1989-11-06T00:00:00,15682323987,Utama
MLPT,Multipolar Technology Tbk.,2013-07-08T00:00:00,1875000000,Pengembangan
MMLP,Mega Manunggal Property Tbk.,2015-06-12T00:00:00,6889134608,Utama
MNCN,Media Nusantara Citra Tbk.,2007-06-22T00:00:00,15049787710,Utama
MPMX,Mitra Pinasthika Mustika Tbk.,2013-05-29T00:00:00,4462963276,Utama
MPPA,Matahari Putra Prima Tbk.,1992-12-21T00:00:00,12966640084,Utama
MRAT,Mustika Ratu Tbk.,1995-07-27T00:00:00,428000000,Pengembangan
MREI,Maskapai Reasuransi Indonesia ,1989-09-04T00:00:00,517791681,Pengembangan
MSKY,MNC Sky Vision Tbk.,2012-07-09T00:00:00,1994370480,Pengembangan
MTDL,Metrodata Electronics Tbk.,1990-04-09T00:00:00,12276884585,Utama
MTFN,Capitalinc Investment Tbk.,1990-04-16T00:00:00,31842082852,Pemantauan Khusus
MTLA,Metropolitan Land Tbk.,2011-06-20T00:00:00,7655126330,Utama
MTSM,Metro Realty Tbk.,1992-01-08T00:00:00,232848000,Pemantauan Khusus
MYOH,Samindo Resources Tbk.,2000-07-27T00:00:00,2206312500,Utama
MYOR,Mayora Indah Tbk.,1990-07-04T00:00:00,22358699725,Utama
MYRX,Hanson International Tbk.,1990-10-31T00:00:00,86703220792,Pemantauan Khusus
MYTX,Asia Pacific Investama Tbk.,1989-10-10T00:00:00,7747281949,Pemantauan Khusus
NELY,Pelayaran Nelly Dwi Putri Tbk.,2012-10-11T00:00:00,2350000000,Pengembangan
NIKL,Pelat Timah Nusantara Tbk.,2009-12-14T00:00:00,2523350000,Pengembangan
NIPS,Nipress Tbk.,1991-07-24T00:00:00,1635333332,Pemantauan Khusus
NIRO,City Retail Developments Tbk.,2012-09-13T00:00:00,22198871804,Pengembangan
NISP,Bank OCBC NISP Tbk.,1994-10-20T00:00:00,22715776032,Utama
NOBU,Bank Nationalnobu Tbk.,2013-05-20T00:00:00,7403659460,Pengembangan
NRCA,Nusa Raya Cipta Tbk.,2013-06-27T00:00:00,2496258344,Pengembangan
OCAP,Onix Capital Tbk.,2003-10-10T00:00:00,273200000,Pemantauan Khusus
OKAS,Ancora Indonesia Resources Tbk,2006-03-29T00:00:00,2373449165,Pengembangan
OMRE,Indonesia Prima Property Tbk,1994-08-22T00:00:00,2945211000,Pemantauan Khusus
PADI,Minna Padi Investama Sekuritas,2012-01-09T00:00:00,11307246524,Pemantauan Khusus
PALM,Provident Investasi Bersama Tb,2012-10-08T00:00:00,15773797158,Pengembangan
PANR,Panorama Sentrawisata Tbk.,2001-09-18T00:00:00,1387500000,Utama
PANS,Panin Sekuritas Tbk.,2000-05-31T00:00:00,720000000,Utama
PBRX,Pan Brothers Tbk.,1990-08-16T00:00:00,21482028246,Pemantauan Khusus
PDES,Destinasi Tirta Nusantara Tbk,2008-07-08T00:00:00,715000000,Pengembangan
PEGE,Panca Global Kapital Tbk.,2005-06-24T00:00:00,2833417056,Pengembangan
PGAS,Perusahaan Gas Negara Tbk.,2003-12-15T00:00:00,24241508196,Utama
PGLI,Pembangunan Graha Lestari Inda,2000-04-05T00:00:00,488000000,Pengembangan
PICO,Pelangi Indah Canindo Tbk,1996-09-23T00:00:00,568375000,Pengembangan
PJAA,Pembangunan Jaya Ancol Tbk.,2004-07-02T00:00:00,1599999996,Pengembangan
PKPK,Perdana Karya Perkasa Tbk,2007-07-11T00:00:00,1200000000,Pengembangan
PLAS,Polaris Investama Tbk,2001-03-16T00:00:00,1184200000,Pemantauan Khusus
PLIN,Plaza Indonesia Realty Tbk.,1992-06-15T00:00:00,3550000000,Pemantauan Khusus
PNBN,Bank Pan Indonesia Tbk,1982-12-29T00:00:00,23837645998,Utama
PNBS,Bank Panin Dubai Syariah Tbk.,2014-01-15T00:00:00,38425504906,Pengembangan
PNIN,Paninvest Tbk.,1983-09-20T00:00:00,4068323920,Utama
PNLF,Panin Financial Tbk.,1983-06-14T00:00:00,32022073293,Utama
PNSE,Pudjiadi & Sons Tbk.,1990-05-01T00:00:00,797813496,Pengembangan
POLY,Asia Pacific Fibers Tbk,1991-03-12T00:00:00,2495753334,Pemantauan Khusus
POOL,Pool Advista Indonesia Tbk.,1991-05-20T00:00:00,2341366264,Pemantauan Khusus
PPRO,PP Properti Tbk.,2015-05-19T00:00:00,61675671883,Pemantauan Khusus
PRAS,Prima Alloy Steel Universal Tb,1990-07-12T00:00:00,701043478,Pemantauan Khusus
PSAB,J Resources Asia Pasifik Tbk.,2003-04-22T00:00:00,26460000000,Pengembangan
PSDN,Prasidha Aneka Niaga Tbk,1994-10-18T00:00:00,1440000000,Pengembangan
PSKT,Red Planet Indonesia Tbk.,1995-09-19T00:00:00,10351231636,Pemantauan Khusus
PTBA,Bukit Asam Tbk.,2002-12-23T00:00:00,11520659250,Utama
PTIS,Indo Straits Tbk.,2011-07-12T00:00:00,550165300,Pengembangan
PTPP,PP (Persero) Tbk.,2010-02-09T00:00:00,6199897354,Utama
PTRO,Petrosea Tbk.,1990-05-21T00:00:00,10086050000,Utama
PTSN,Sat Nusapersada Tbk,2007-11-08T00:00:00,5314344000,Pengembangan
PTSP,Pioneerindo Gourmet Internatio,1994-05-30T00:00:00,220808000,Pengembangan
PUDP,Pudjiadi Prestige Tbk.,1994-11-18T00:00:00,659120000,Utama
PWON,Pakuwon Jati Tbk.,1989-10-09T00:00:00,48159602400,Utama
PYFA,Pyridam Farma Tbk,2001-10-16T00:00:00,11236683094,Pengembangan
RAJA,Rukun Raharja Tbk.,2006-04-19T00:00:00,4227082500,Utama
RALS,Ramayana Lestari Sentosa Tbk.,1996-07-24T00:00:00,7096000000,Utama
RANC,Supra Boga Lestari Tbk.,2012-06-07T00:00:00,1564487500,Pengembangan
RBMS,Ristia Bintang Mahkotasejati T,1997-12-19T00:00:00,2656212826,Pemantauan Khusus
RDTX,Roda Vivatex Tbk,1990-05-14T00:00:00,268800000,Pengembangan
RELI,Reliance Sekuritas Indonesia T,2005-07-13T00:00:00,1800000000,Pengembangan
RICY,Ricky Putra Globalindo Tbk,1998-01-22T00:00:00,641717510,Pengembangan
RIGS,Rig Tenders Indonesia Tbk.,1990-03-05T00:00:00,609130000,Pengembangan
RIMO,Rimo International Lestari Tbk,2000-11-10T00:00:00,45080600000,Pemantauan Khusus
RODA,Pikko Land Development Tbk.,2001-10-22T00:00:00,13592128209,Pemantauan Khusus
ROTI,Nippon Indosari Corpindo Tbk.,2010-06-28T00:00:00,6186488888,Pengembangan
RUIS,Radiant Utama Interinsco Tbk.,2006-07-12T00:00:00,770000000,Pengembangan
SAFE,Steady Safe Tbk,1994-08-15T00:00:00,615145012,Pengembangan
SAME,Sarana Meditama Metropolitan T,2013-01-11T00:00:00,17147132545,Utama
SCCO,Supreme Cable Manufacturing & ,1982-07-20T00:00:00,822333600,Pengembangan
SCMA,Surya Citra Media Tbk.,2002-07-16T00:00:00,73970569505,Utama
SCPI,Organon Pharma Indonesia Tbk.,1990-06-08T00:00:00,3600000,Pemantauan Khusus
SDMU,Sidomulyo Selaras Tbk.,2011-07-12T00:00:00,1135225000,Pemantauan Khusus
SDPC,Millennium Pharmacon Internati,1990-05-07T00:00:00,1274000000,Pengembangan
SDRA,Bank Woori Saudara Indonesia 1,2006-12-15T00:00:00,14545267990,Utama
SGRO,Sampoerna Agro Tbk.,2007-06-18T00:00:00,1818622000,Utama
SHID,Hotel Sahid Jaya International,1990-05-08T00:00:00,1119326168,Pengembangan
SIDO,Industri Jamu dan Farmasi Sido,2013-12-18T00:00:00,30000000000,Utama
SILO,Siloam International Hospitals,2013-09-12T00:00:00,13006125000,Utama
SIMA,Siwani Makmur Tbk,1994-06-03T00:00:00,442589871,Pemantauan Khusus
SIMP,Salim Ivomas Pratama Tbk.,2011-06-09T00:00:00,15501310000,Utama
SIPD,Sreeya Sewu Indonesia Tbk.,1996-12-27T00:00:00,1839102056,Pengembangan
SKBM,Sekar Bumi Tbk.,2012-09-28T00:00:00,1730103217,Pengembangan
SKLT,Sekar Laut Tbk.,1993-09-08T00:00:00,6907405000,Pengembangan
SKYB,Northcliff Citranusa Indonesia,2010-07-07T00:00:00,585000000,Pemantauan Khusus
SMAR,Smart Tbk.,1992-11-20T00:00:00,2872193366,Pengembangan
SMBR,Semen Baturaja Tbk.,2013-06-28T00:00:00,9932534336,Utama
SMCB,Solusi Bangun Indonesia Tbk.,1977-08-10T00:00:00,9019381973,Pemantauan Khusus
SMDM,Suryamas Dutamakmur Tbk.,1995-10-12T00:00:00,4772138237,Pengembangan
SMDR,Samudera Indonesia  Tbk.,1999-07-05T00:00:00,16375600000,Utama
SMGR,Semen Indonesia (Persero) Tbk.,1991-07-08T00:00:00,6751540089,Utama
SMMA,Sinarmas Multiartha Tbk.,1995-07-05T00:00:00,6367664717,Utama
SMMT,Golden Eagle Energy Tbk.,1997-12-01T00:00:00,3150000000,Pemantauan Khusus
SMRA,Summarecon Agung Tbk.,1990-05-07T00:00:00,16508568358,Utama
SMRU,SMR Utama Tbk.,2011-10-10T00:00:00,12499385782,Pemantauan Khusus
SMSM,Selamat Sempurna Tbk.,1996-09-09T00:00:00,5758675440,Utama
SOCI,Soechi Lines Tbk.,2014-12-03T00:00:00,7059000000,Utama
SONA,Sona Topas Tourism Industry Tb,1992-07-21T00:00:00,662400000,Pengembangan
SPMA,Suparma Tbk.,1994-11-16T00:00:00,3154092216,Pengembangan
SQMI,Wilton Makmur Indonesia Tbk.,2004-07-15T00:00:00,15537591429,Pemantauan Khusus
SRAJ,Sejahteraraya Anugrahjaya Tbk.,2011-04-11T00:00:00,12000705445,Utama
SRIL,Sri Rejeki Isman Tbk.,2013-06-17T00:00:00,20452176844,Pemantauan Khusus
SRSN,Indo Acidatama Tbk,1993-01-11T00:00:00,6020000000,Pengembangan
SRTG,Saratoga Investama Sedaya Tbk.,2013-06-26T00:00:00,13564835000,Utama
SSIA,Surya Semesta Internusa Tbk.,1997-03-27T00:00:00,4705249440,Utama
SSMS,Sawit Sumbermas Sarana Tbk.,2013-12-12T00:00:00,9525000000,Utama
SSTM,Sunson Textile Manufacture Tbk,1997-08-20T00:00:00,1170909181,Pengembangan
STAR,Buana Artha Anugerah Tbk.,2011-07-13T00:00:00,4800000602,Pengembangan
STTP,Siantar Top Tbk.,1996-12-16T00:00:00,1310000000,Pengembangan
SUGI,Sugih Energy Tbk.,2002-06-19T00:00:00,24811541414,Pemantauan Khusus
SULI,SLJ Global Tbk.,1994-03-21T00:00:00,6320776836,Pengembangan
SUPR,Solusi Tunas Pratama Tbk.,2011-10-11T00:00:00,1137579698,Pemantauan Khusus
TALF,Tunas Alfin Tbk.,2014-01-17T00:00:00,1353435000,Pengembangan
TARA,Agung Semesta Sejahtera Tbk.,2014-07-11T00:00:00,10069645750,Pemantauan Khusus
TAXI,Express Transindo Utama Tbk.,2012-11-02T00:00:00,10223647156,Pemantauan Khusus
TBIG,Tower Bersama Infrastructure T,2010-10-26T00:00:00,22656999445,Utama
TBLA,Tunas Baru Lampung Tbk.,2000-02-14T00:00:00,6025373372,Utama
TBMS,Tembaga Mulia Semanan Tbk.,1990-05-23T00:00:00,734680000,Pengembangan
TCID,Mandom Indonesia Tbk.,1993-09-30T00:00:00,402133334,Pengembangan
TELE,Omni Inovasi Indonesia Tbk.,2012-01-12T00:00:00,7310929389,Pemantauan Khusus
TFCO,Tifico Fiber Indonesia Tbk.,1980-02-26T00:00:00,4823076400,Pemantauan Khusus
TGKA,Tigaraksa Satria Tbk.,1990-06-11T00:00:00,918492750,Pengembangan
TIFA,KDB Tifa Finance Tbk.,2011-07-08T00:00:00,3552213000,Pemantauan Khusus
TINS,Timah Tbk.,1995-10-19T00:00:00,7447753454,Utama
TIRA,Tira Austenite Tbk,1993-07-27T00:00:00,588000000,Pengembangan
TIRT,Tirta Mahakam Resources Tbk,1999-12-13T00:00:00,1011774750,Pemantauan Khusus
TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,1990-04-03T00:00:00,3113223570,Utama
TLKM,Telkom Indonesia (Persero) Tbk,1995-11-14T00:00:00,99062216600,Utama
TMAS,Temas Tbk.,2003-07-09T00:00:00,57051500000,Utama
TMPO,Tempo Intimedia Tbk.,2001-01-08T00:00:00,1058333250,Pengembangan
TOBA,TBS Energi Utama Tbk.,2012-07-06T00:00:00,8167826970,Utama
TOTL,Total Bangun Persada Tbk.,2006-07-25T00:00:00,3410000000,Utama
TOTO,Surya Toto Indonesia Tbk.,1990-10-30T00:00:00,10320000000,Pengembangan
TOWR,Sarana Menara Nusantara Tbk.,2010-03-08T00:00:00,51014625000,Utama
TPIA,Chandra Asri Pacific Tbk.,2008-05-26T00:00:00,86511545092,Pengembangan
TPMA,Trans Power Marine Tbk.,2013-02-20T00:00:00,3507420034,Utama
TRAM,Trada Alam Minera Tbk.,2008-09-10T00:00:00,49643627934,Pemantauan Khusus
TRIL,Triwira Insanlestari Tbk.,2008-01-28T00:00:00,1200000000,Pemantauan Khusus
TRIM,Trimegah Sekuritas Indonesia T,2000-01-31T00:00:00,7109300000,Utama
TRIO,Trikomsel Oke Tbk.,2009-04-14T00:00:00,26007494645,Pemantauan Khusus
TRIS,Trisula International Tbk.,2012-06-28T00:00:00,3141443831,Pengembangan
TRST,Trias Sentosa Tbk.,1990-07-02T00:00:00,2808000000,Pengembangan
TRUS,Trust Finance Indonesia Tbk,2002-11-28T00:00:00,800000000,Pengembangan
TSPC,Tempo Scan Pacific Tbk.,1994-06-17T00:00:00,4509864300,Utama
ULTJ,Ultrajaya Milk Industry & Trad,1990-07-02T00:00:00,11553528000,Utama
UNIC,Unggul Indah Cahaya Tbk.,1989-11-06T00:00:00,383331363,Utama
UNIT,Nusantara Inti Corpora Tbk,2002-04-18T00:00:00,75422200,Pengembangan
UNSP,Bakrie Sumatera Plantations Tb,1990-03-06T00:00:00,2500162344,Pemantauan Khusus
UNTR,United Tractors Tbk.,1989-09-19T00:00:00,3730135136,Utama
UNVR,Unilever Indonesia Tbk.,1982-01-11T00:00:00,38150000000,Utama
VICO,Victoria Investama Tbk.,2013-07-08T00:00:00,15217075658,Pengembangan
VINS,Victoria Insurance Tbk.,2015-09-28T00:00:00,1460573616,Pengembangan
VIVA,Visi Media Asia Tbk.,2011-11-21T00:00:00,16464270400,Pemantauan Khusus
VOKS,Voksel Electric Tbk.,1990-12-20T00:00:00,4155602595,Pengembangan
